,Date,rainfall,cloudamount,sunshine,humidity,maxtemp,mintemp
429,1995-10-02,0,3,8.3,81,34,24.8
777,1995-10-03,0,3,9.7,81,34.8,25.5
1125,1995-10-04,0,5,4.4,94,33.4,26
1473,1995-10-05,38,4,9.3,86,33.6,23
1821,1995-10-06,0,4,8.7,83,33.6,24.4
2169,1995-10-07,0,6,5,87,32.5,25
2517,1995-10-08,2,7,2.2,97,30.6,24.6
2865,1995-10-09,34,7,1.9,91,30.6,22.6
3213,1995-10-10,0,6,4.2,83,33,23
3561,1995-10-11,0,5,4.1,87,34,24
3909,1995-10-12,0,3,5,86,33,24.5
4257,1995-10-13,0,1,9.8,85,34,24.2
4605,1995-10-14,0,1,10.1,82,34.6,24.8
4953,1995-10-15,0,2,9.9,79,35,24.8
5301,1995-10-16,0,3,9.3,83,34.8,25
5649,1995-10-17,0,5,4.4,85,33.6,24.1
5997,1995-10-18,1,3,4.6,91,33.3,25.1
6345,1995-10-19,9,4,2.3,89,29.4,23.7
6693,1995-10-20,0,3,8.1,83,32.6,22.6
7041,1995-10-21,0,4,3.1,90,31,24
7389,1995-10-22,1,3,9,83,33,23
7737,1995-10-23,0,2,7.8,84,32.4,24
8085,1995-10-24,0,0,9.5,85,31.6,21.6
8433,1995-10-25,0,0,10,81,31.5,19.3
8781,1995-10-26,0,0,10,83,31.7,19
9129,1995-10-27,0,0,9.8,82,32,19.7
9477,1995-10-28,0,1,12.2,80,33,19.8
9819,1995-10-29,0,2,10,79,32.8,20
10144,1995-10-30,0,7,4.6,79,33,21
10436,1995-10-31,1,6,0.3,92,****,22
82,1995-11-01,7,5,0.1,89,31.9,22
430,1995-11-02,0,1,8.6,82,31,21.3
778,1995-11-03,0,0,9.7,75,30.6,18.6
1126,1995-11-04,0,0,10,76,31.4,16.2
1474,1995-11-05,0,0,10,76,32,17.5
1822,1995-11-06,0,0,10.3,74,33,17.5
2170,1995-11-07,0,2,10.1,77,33.6,19
2518,1995-11-08,0,7,3.5,84,34,21.9
2866,1995-11-09,18,8,0,100,23.8,22
3214,1995-11-10,113,7,0,96,27.8,21
3562,1995-11-11,9,2,9.1,86,30,21.4
3910,1995-11-12,0,1,9.6,86,28.6,20.5
4258,1995-11-13,0,2,9.3,84,29.8,19.3
4606,1995-11-14,0,0,9.6,84,30,19.9
4954,1995-11-15,0,1,10.1,81,31.8,18.8
5302,1995-11-16,0,4,7.3,80,31.5,21
5650,1995-11-17,0,7,2.2,88,28.8,22
5998,1995-11-18,1,8,0,89,27.5,23
6346,1995-11-19,3,4,0.9,93,25.8,22
6694,1995-11-20,0,2,9,88,28.8,20.2
7042,1995-11-21,0,1,9.2,83,29.2,19.5
7390,1995-11-22,0,0,9.4,79,28.8,17.4
7738,1995-11-23,0,4,6.2,82,28,17
8086,1995-11-24,0,8,0.3,86,25.6,20
8434,1995-11-25,9,6,1.4,92,25.5,19
8782,1995-11-26,2,0,9,84,27.6,19.6
9130,1995-11-27,0,0,8.7,76,26.8,14.8
9478,1995-11-28,0,0,9,76,27.1,14.4
9820,1995-11-29,0,0,8.8,79,27.4,13.2
10145,1995-11-30,0,0,9.4,80,27.8,15.2
83,1995-12-01,0,0,9.1,81,28.8,13.6
431,1995-12-02,0,0,8,79,28.2,14.8
779,1995-12-03,0,0,9.5,75,26,13.4
1127,1995-12-04,0,0,9.3,75,26.2,12
1475,1995-12-05,0,0,8.7,76,26,12.8
1823,1995-12-06,0,0,8.8,81,27.2,13.5
2171,1995-12-07,0,1,7.9,83,27,13.5
2519,1995-12-08,0,0,9.1,79,27.5,13.8
2867,1995-12-09,0,0,8.8,79,27.5,15
3215,1995-12-10,0,0,9,79,27.2,14
3563,1995-12-11,0,0,8.5,80,28.2,14.2
3911,1995-12-12,0,0,8.4,79,28.6,14.5
4259,1995-12-13,0,0,7.3,77,29,15.1
4607,1995-12-14,0,0,8.9,73,26.8,14.2
4955,1995-12-15,0,0,9,77,26.6,12.5
5303,1995-12-16,0,0,8.9,75,28,13.9
5651,1995-12-17,0,0,9.1,76,27.6,12.6
5999,1995-12-18,0,0,8.8,75,28.3,12.4
6347,1995-12-19,0,0,8.8,76,26,12.5
6695,1995-12-20,0,0,8.9,78,26.5,12.3
7043,1995-12-21,0,0,8.7,79,26.4,12.3
7391,1995-12-22,0,0,7.7,83,27.8,12.8
7739,1995-12-23,0,0,7.5,79,29.6,14.5
8087,1995-12-24,0,1,8.3,81,26.8,15.4
8435,1995-12-25,0,0,8.6,78,29,14.5
8783,1995-12-26,0,0,8.8,77,26.8,14.5
9131,1995-12-27,0,0,9.3,77,26,14
9479,1995-12-28,0,0,9.1,81,24.8,14
9821,1995-12-29,0,0,8.2,81,25.1,11.9
10146,1995-12-30,0,1,8.2,82,26,12.4
10437,1995-12-31,0,1,8.2,79,26.6,12.8
84,1996-01-01,0,2,8,79,27.1,13.5
432,1996-01-02,0,2,7.4,80,27.6,14.5
780,1996-01-03,0,0,8.2,79,27.7,14.5
1128,1996-01-04,0,3,2.8,85,24.2,14.7
1476,1996-01-05,0,2,5.8,84,26.6,14
1824,1996-01-06,0,0,8.1,81,26.2,13.5
2172,1996-01-07,0,0,8.8,78,27.2,13.5
2520,1996-01-08,0,0,9.1,77,27.1,13.4
2868,1996-01-09,0,0,9.3,78,27,13
3216,1996-01-10,0,0,9.4,75,26.8,12.5
3564,1996-01-11,0,3,8.3,79,28.2,15.2
3912,1996-01-12,1,1,8.4,80,26.2,17.2
4260,1996-01-13,0,0,8.9,77,25.4,10
4608,1996-01-14,0,0,7.7,72,26.4,10
4956,1996-01-15,0,1,7.2,69,27,13.6
5304,1996-01-16,0,3,8.7,74,30.4,14
5652,1996-01-17,0,4,5.7,89,24.4,16.8
6000,1996-01-18,0,1,8.5,78,25,13.4
6348,1996-01-19,0,3,6,79,23.2,13
6696,1996-01-20,0,1,7,77,25.2,13.4
7044,1996-01-21,0,0,8.2,77,24.3,11.4
7392,1996-01-22,0,0,8.8,79,24.5,10.7
7740,1996-01-23,0,0,8.7,77,24.6,10
8088,1996-01-24,0,0,8.5,77,26.8,10.4
8436,1996-01-25,0,0,9.7,70,25.8,12
8784,1996-01-26,0,0,9.1,76,25.8,11.2
9132,1996-01-27,0,0,9,79,25.2,11
9480,1996-01-28,0,0,9.3,77,25.6,11.6
9822,1996-01-29,0,0,9.8,77,26.2,10
10147,1996-01-30,0,0,9.9,71,24.2,10.5
10438,1996-01-31,0,0,9.8,70,24.8,8
85,1996-02-01,0,0,9.3,77,26.6,9
